"text","label"
"Investissons davantage dans l'éducation plutôt que dans les armes.","2"
"Les lycées ne doivent pas être laissés à la dérive par manque de personnel éducatif.","2"
"La ville a annoncé des plans pour construire une nouvelle station de traitement de l'eau.","0"
"L'Université a annoncé un partenariat avec une entreprise locale pour un projet de recherche.","0"
"La technologie est un moteur principal de l'économie actuelle.","0"
"Il fait froid en hiver.","0"
"La barriérisation excessive entrave le potentiel écologique et énergétique du nucléaire.","1"
"Nous ne pouvons pas baser notre avenir énergétique sur le nucléaire, c'est un risque trop grand.","2"
"La société doit lutter contre les inégalités salariales.","2"
"Un nouveau service de covoiturage est lancé.","0"
"Une politique d'immigration plus stricte renforcerait la sécurité nationale.","1"
"L'État doit financer des programmes de formation continue pour les adultes.","2"
"L'orchestre symphonique a réalisé une performance exceptionnelle hier.","0"
"Nous devons promouvoir l'égalité de genre et les droits des femmes.","2"
"Le fait d'être riche ne devrait pas permettre d'échapper à la justice.","2"
"La politique de redistribution est inefficace et décourage le travail.","1"
"L'ouverture du marché à la concurrence est bénéfique pour l'économie.","1"
"La privatisation des entreprises publiques peut améliorer l'efficacité.","1"
"Nous ne devons pas fermer les musées publics.","2"
"Le genre doit être intégré et respecté dans toutes les décisions de politiques sociales.","2"
"La culture française doit se recentrer sur son identité et rejeter l'influence étrangère excessive.","1"
"Le houblon est un ingrédient clé dans la fabrication de la bière.","0"
"L'État doit investir davantage dans le logement social pour les personnes à faible revenu.","2"
"Il faut mettre fin au gaspillage de l'argent public.","1"
"La police a mis en garde contre une augmentation des escroqueries en ligne pendant les vacances.","0"
"On doit augmenter les impôts des plus riches pour financer des politiques sociales.","2"
"Il est primordial de réduire le fossé de richesse entre les classes sociales.","2"
"La délégation diplomatique est arrivée hier dans notre pays.","0"
"Le nouveau roman de l'auteur local a été vendu à guichet fermé.","0"
"La subvention pour l'art et la culture n'est pas une dépense superficielle.","2"
"Le gouvernement a annoncé un plan pour soutenir les petites entreprises.","0"
"La réforme des retraites doit prendre en compte les métiers pénibles.","2"
"Il faut défendre les principes méritocratiques de notre société.","1"
"Les véhicules électriques gagnent en popularité malgré leur coût élevé.","0"
"Notre pays est assez généreux sans avoir à accepter encore plus d'immigrants.","1"
"Les girafes sont les plus grands mammifères terrestres.","0"
"Renforcer les frontières est essentiel pour protéger notre pays.","1"
"La responsabilité individuelle est la clé du dynamisme économique.","1"
"La nouvelle réglementation vise à réduire les émissions de l'industrie automobile.","0"
"Prioriser les valeurs familiales renforce les liens communautaires.","1"
"Les réfugiés ne sont pas un fardeau mais une responsabilité partagée.","2"
"Le gouvernement se doit d'abolir toutes les formes de classisme et de discrimination économique.","2"
"La pollution sonore en ville est un problème de plus en plus fréquent.","0"
"J'ai fait du yoga.","0"
"Le gouvernement devrait se concentrer sur la défense, pas sur la santé.","1"
"Mieux subventionner et réguler les industries nucléaires dynamise notre compétitivité.","1"
"J'ai rencontré des amis hier soir.","0"
"Laissant les entreprises prospérer sans entraves réglementaires excessives.","1"
"Les usines ne doivent pas être fermées pour augmenter les profits.","2"
"Revendiquons un avenir énergétique où les enfants n'ont plus à grandir à l'ombre des tours de refroidissement nucléaire.","2"
"L'accès universel aux soins de santé risque de devenir financièrement insoutenable.","1"
"Nous ne devons pas privatiser le service public de l'emploi.","2"
"Nous devons mettre en place des mesures pour lutter contre la pauvreté.","2"
"Les subventions publiques devraient être limitées pour éviter le gaspillage.","1"
"La diversité culturelle doit être valorisée et préservée activement.","2"
"La présomption de légitime défense doit être incorporée dans la loi.","1"
"Des résidents locaux se sont mobilisés pour nettoyer les plages après une marée noire.","0"
"Plusieurs entreprises locales collaborent pour créer un réseau d'énergie verte.","0"
"Il ne faut pas penser que le changement climatique est une lutte isolée.","2"
"La décentralisation permet une gestion locale plus efficace.","1"
"Il est impératif de lutter contre les inégalités économiques.","2"
"L'utilisation de voitures électriques pourrait réduire considérablement les émissions de dioxyde de carbone.","0"
"Les grands requins blancs sont connus pour leur force et leur vitesse.","0"
"L'amour du pays doit être encouragé dans l'éducation des jeunes.","1"
"On doit permettre aux entreprises de se développer sans contrainte excessive.","1"
"Nous devons protéger les valeurs traditionnelles de notre société.","1"
"De nouvelles restrictions de voyage ont été mises en place pour lutter contre la pandémie.","0"
"L'Etat doit intervenir pour assurer l'égalité des chances en matière d'éducation.","2"
"Les politiques doivent promouvoir l'autosuffisance nationale.","1"
"Une plus grande autonomie doit être accordée aux entreprises afin de stimuler l'innovation.","1"
"Plus de liberté économique favorisera l'entrepreneuriat et la création de richesse.","1"
"Les impôts doivent être allégés pour favoriser l'investissement.","1"
"La déréglementation aide les entreprises à innover et à croître.","1"
"Il faut exiger plus de contreparties en échange des aides sociales.","1"
"Les impôts sur les successions sont injustes et découragent l'accumulation de richesses.","1"
"La souveraineté nationale est au-dessus de tout.","1"
"Le projet d'autoroute a été suspendu après des consultations publiques.","0"
"Nier nos erreurs passées ne nous fait pas avancer.","0"
"L'Etat doit subvenir aux besoins des plus démunis.","2"
"La protection de l'ordre social est une responsabilité majeure de l'État.","1"
"La privatisation des services publics doit être arrêtée.","2"
"La réforme fiscale doit viser à égaliser les richesses.","2"
"L'accès gratuit à l'éducation est un droit fondamental.","2"
"La fréquentation des musées est stable.","0"
"J'ai rapporté des souvenirs de voyage.","0"
"Il n'est pas nécessaire de soutenir la privatisation des services publics.","2"
"Les services essentiels comme l'eau, l'électricité et la santé ne peuvent être privatisés.","2"
"Il est fondamental de limiter l'intervention de l'État dans l'économie.","1"
"Nous devons investir dans les soins de santé publique.","2"
"Il n'est pas judicieux de laisser les décisions aux mains de quelques individus.","2"
"Le niveau de pollution dans la ville hier était élevé.","0"
"La France ne peut pas réduire ses efforts de solidarité internationale.","2"
"Nous devons faire preuve de fermeté face aux immigrés illégaux pour maintenir l'ordre et la sécurité.","1"
"Revenir à des techniques d'enseignement plus consensuelles garantira de meilleures valeurs sociales.","1"
"La loi du marché est plus efficace que la régulation par l'État.","1"
"Rationaliser l'État, c'est le rendre plus efficace.","1"
"La pluridisciplinarité des innovations du nucléaire structure les enjeux écologiques.","1"
"La privatisation des services essentiels ne doit plus être tolérée.","2"
"Il faut favoriser l'investissement plutôt que la consommation.","1"
"Nous devons défendre notre héritage culturel contre l'influence étrangère.","1"
"Il ne faut pas victimiser les personnes au chômage.","2"
"On ne doit pas brader les entreprises nationales.","2"
"Le marché libre résoudra les problèmes économiques.","1"
"La défense des droits de l'homme doit être une priorité pour notre gouvernement.","2"
"Nous ne devons pas baisser les impôts des plus riches.","2"
"La baisse des aides sociales incitera les gens à entrer sur le marché du travail.","1"
"L'industrie militaire doit être réduite en faveur de l'aide humanitaire.","2"
"La protection de l'environnement doit être une priorité gouvernementale.","2"
"Il est temps d'adopter une politique de revenu minimum garanti.","2"
"Il faudrait mettre davantage d'impôts sur les riches pour équilibrer la richesse.","2"
"Il est de notre devoir de poursuivre les recherches sur le nucléaire pour garantir un avenir énergétique sain et prospère pour nos enfants.","1"
"Nous ne devons pas laisser les algorithmes influencer nos opinions.","2"
"L'accès universel à l'eau potable doit être une réalité.","2"
"La protestation des ouvriers de l'usine a lieu depuis plus d'une semaine.","0"
"La privatisation des services de santé est une menace pour nos droits fondamentaux.","2"
"L'urgence climatique ne doit pas justifier une entrave à la liberté d'entreprise.","1"
"Le jardin public de la ville a ajouté un nouveau terrain de jeu pour les enfants.","0"
"Le tigre est le plus grand des félins.","0"
"Nous ne devons pas laisser les réseaux sociaux diffuser des fausses informations.","2"
"La presse libre n'est pas l'ennemie de la démocratie.","0"
"Les énergies vertes sont l'avenir, mais le nucléaire est une étape incontournable.","1"
"Les aides sociales permettent de réduire la pauvreté dans le pays.","2"
"Il est impératif de lutter pour l'égalité entre les femmes et les hommes dans tous les domaines.","2"
"Un retour à des valeurs familiales traditionnelles est nécessaire.","1"
"Nous devons renforcer notre position sur les droits de l'homme dans les relations internationales.","2"
"La sécurité des citoyens doit être une priorité.","1"
"Le respect des traditions historiques est vital pour notre pays.","1"
"La préparation de l'exposition bat son plein.","0"
"Le respect des droits de propriété est fondamental pour une économie de marché.","1"
"Le salon du livre de la ville a attiré de nombreux auteurs de renommée internationale.","0"
"Le festival de musique classique de cette année accueille des artistes de renommée internationale.","0"
"Il faut augmenter les dépenses publiques pour stimuler l'économie.","2"
"L'augmentation des droits de douane protège nos industries nationales.","1"
"Edgar Allan Poe est surtout connu pour ses histoires de suspense et de mystère.","0"
"L'augmentation des taxes sur l'alcool est un frein à la liberté de consommer.","1"
"Le nombre de demandes d'asile a légèrement augmenté l'année dernière.","0"
"J'ai découvert des saveurs authentiques.","0"
"La tour de Pise est connue pour son inclinaison.","0"
"Le respect de la loi est fondamental pour la stabilité de notre nation.","1"
"Tout travailleur doit avoir le droit à une juste rémunération.","2"
"Nous avons besoin d'une revalorisation du salaire minimum pour aider les travailleurs les plus précaires.","2"
"Les entreprises ont besoin de moins de régulation pour être compétitives.","1"
"La liberté individuelle prime sur tout.","1"
"L'euro est la monnaie officielle de plusieurs pays de l'Union européenne.","0"
"La protection de l'environnement est primordiale.","2"
"Le pouvoir n'est pas au peuple, mais chez quelques privilégiés.","1"
"Imposer des mesures d'austérité n'est pas la solution.","2"
"Les chercheurs ont fait une percée dans la recherche sur le cancer.","0"
"Les salaires minimaux ont augmenté légèrement dans plusieurs secteurs.","0"
"La privatisation des services publics améliorera leur efficacité.","1"
"De façon générale, les pays avec un système éducatif fort tendent à avoir une économie plus productive.","0"
"Une grande partie de notre budget devrait être consacrée à l'éducation.","2"
"Le gouvernement ne peut pas se permettre de financer tout le monde.","1"
"Le droit du sol devrait donner lieu à une obligation d'assimilation complètement fulminante.","1"
"L'État ne doit pas se substituer à l'initiative privée.","1"
"Les lobbies pharmaceutiques ne devraient pas dicter les politiques de santé.","2"
"Un cadre juridique strict est nécessaire pour maintenir l'ordre public.","1"
"Un système économique alternatif, comme le commerce équitable, devrait être renforcé.","2"
"Hippocrate est souvent considéré comme le père de la médecine.","0"
"Aju·ilusions crédit postal, le profilage économique devient essentiel.","1"
"Un bon environnement des affaires est essentiel à la croissance économique.","1"
"La qualité de l'air aujourd'hui est excellente selon les météorologues.","0"
"La Tour Eiffel est l'un des monuments les plus emblématiques de Paris.","0"
"J'ai passé une bonne journée.","0"
"La disparité de revenus doit être adressée par des mesures fiscales progressives.","2"
"Les véhicules électriques ne sont pas la solution totale pour sauver notre planète.","2"
"La discipline budgétaire assure la stabilité et la croissance économiques futures.","1"
"Une exposition d'art contemporain se tient au musée municipal.","0"
"Privatiser tout le secteur de la santé n'est pas viable.","2"
"Lors du discours d'hier, le maire a parlé du rôle de la ville dans l'économie régionale.","0"
"Nous ne devons pas laisser les inégalités d'accès à l'éducation se perpétuer.","2"
"L'Etat devrait jouer un rôle plus actif dans la régulation de l'économie.","2"
"Renforcer nos alliances militaires est une priorité dans le monde d'aujourd'hui.","1"
"La conférence sur la politique urbaine durable a attiré l'attention internationale.","0"
"Selon l'OMS, une mauvaise alimentation est associée à une mauvaise santé et à des maladies chroniques.","0"
"Le secteur privé est plus efficace que le secteur public.","1"
"Construire des murs ne résoudra pas le défi de l'immigration.","0"
"Un contrôle strict à la frontière est nécessaire pour maintenir la sécurité.","1"
"Les règles environnementales strictes sont un obstacle à l'initiative commerciale.","1"
"Il est fou de penser que l'impérialisme est la solution à nos problèmes.","1"
"Le secteur de l'énergie continue à explorer des alternatives plus vertes.","0"
"La transition vers des énergies renouvelables doit être totalement appuyée au niveau politique.","2"
"Les énergies renouvelables constituent une alternative viable aux combustibles fossiles pour la production d'électricité.","0"
"Privatiser les établissements de santé n'est pas la solution à la crise de la santé publique.","2"
"Le taux de chômage des jeunes demeure une préoccupation majeure.","0"
"L'école privée offre souvent une meilleure éducation à nos enfants.","1"
"J'ai cuisiné des plats traditionnels.","0"
"Une collecte de fonds pour la rénovation de l'église locale a été organisée.","0"
"J'ai créé de beaux souvenirs.","0"
"Les résultats du baccalauréat seront publiés la semaine prochaine.","0"
"Un soutien accru à nos forces de défense est nécessaire.","1"
"Il faut encourager les entreprises à créer de l'emploi par des mesures fiscales adaptées.","1"
"J'ai respiré l'air frais de la montagne.","0"
"Nous devons garantir que tout le monde bénéficie d'une protection sociale suffisante.","2"
"Les entreprises doivent bénéficier d'une plus grande liberté d'innovation.","1"
"Un nouveau centre de formation a été créé.","0"
"Je salue la dimution des dépenses publiques pour assurer la santé financière de l'État.","1"
"Les résultats de l'étude sont publiés.","0"
"Le gouvernement ne devrait pas interdire la commercialisation des produits étrangers.","1"
"J'ai partagé des moments de joie et de bonheur.","0"
"Les mesures antidumping ont été imposées sur certains produits importés.","0"
"Privatiser l'éducation n'est pas une solution viable.","2"
"L'importance de la diversité culturelle est de plus en plus reconnue.","0"
"On ne peut pas tolérer les discriminations.","2"
"L'accès à l’éducation et à la santé devrait être un droit fondamental, indépendamment des ressources individuelles.","2"
"Paris est considérée comme une ville d'art et de culture.","0"
"La pomme de terre est originaire d'Amérique du Sud.","0"
"Les symboles religieux n'ont pas leur place en laïcité.","1"
"Il est crucial de garantir un revenu de base universel pour tous les citoyens.","2"
"Des sanctions plus sévères sont nécessaires pour lutter contre le crime.","1"
"Accepter la rente privée n'est pas acceptable dans une véritable démocratie.","2"
"Il n'est pas digne de traiter les migrants comme des criminels.","2"
"La concurrence est bénéfique pour les consommateurs.","1"
"Un concert de musique folk est prévu.","0"
"Les parkings du centre commercial sont en travaux cet été.","0"
"J'ai agi pour le bien commun.","0"
"Le soleil brille fort en été.","0"
"La deuxième phase du projet de construction du barrage commence ce mois-ci.","0"
"La surpopulation carcérale n'est pas un indicateur de criminalité.","2"
"Il est crucial de favoriser l'intégration tout en maintenant nos racines.","1"
"L'Etat doit financer un revenu de base universel pour tous.","2"
"J'ai découvert le charme de la ville.","0"
"Des compétences uniformes revigorent les secteurs canalisant des données démographiques harmonisées par des solutions réformatrices.","1"
"Les baleines à bosse sont connues pour leurs chants complexes.","0"
"Un taux d'imposition plus élevé sur les plus riches est nécessaire.","2"
"Dans ce monde globalisé, ne négligeons pas le maintien de notre richesse culturelle nationale.","1"
"L'exposition d'art au musée fut un grand succès hier.","0"
"La privatisation des services publics peut conduire à une meilleure qualité de service.","1"
"La suppression de la régulation environnementale donnera plus de liberté aux industries.","1"
"Un spectacle de danse attire de nombreux amateurs.","0"
"Le déploiement de la nouvelle infrastructure réseau dans la ville est une avancée technologique majeure.","0"
"La course de voiliers a eu lieu sous un beau ciel bleu.","0"
"Le gouvernement ne doit pas intervenir dans le secteur privé.","1"
"La survie du monde rural dépend de nouvelles politiques axées sur le renouvellement durable.","2"
"J'ai participé à une fête.","0"
"Il faut soutenir les grandes entreprises qui sont le moteur de l'économie.","1"
"Les réformes fiscales doivent veiller à réduire l'écart entre les riches et les pauvres.","2"
"Une rationalité excentrique engage des comités de clôture de l'État pour actualiser un havre d'innovation prévalant.","1"
"Pour stimuler l'économie, nous devons réduire les impôts.","1"
"Une nouvelle proposition pour protéger les zones humides a été présentée.","0"
"L'investissement local est l'épine dorsale de la reprise économique durable.","1"
"Le système doit s'assurer que les plus avantagés participent proportionnellement plus.","2"
"La privatisation des industries publiques favorise la concurrence et l'efficacité.","1"
"Un système de santé public entièrement financé est un droit fondamental.","2"
"J'ai soutenu les producteurs locaux.","0"
"J'ai échangé des idées intéressantes.","0"
"La Seine est le principal fleuve qui traverse Paris.","0"
"Le libre marché est le meilleur moyen de garantir la prospérité.","1"
"Alors que les énergies renouvelables sont intermittentes, le nucléaire assure une production d'énergie stable et constante.","1"
"La reforestation des bois doit être une priorité pour lutter contre le changement climatique.","0"
"Nous ne devons pas laisser les inégalités hommes-femmes persister.","2"
"Plusieurs pays ont adopté des lois visant à protéger leurs écosystèmes naturels.","0"
"La sécu sociale doit être renforcée et mise à jour.","2"
"Les individus doivent assumer plus de responsabilité pour leur propre bien-être.","1"
"Les étrangers en situation irrégulière devraient être renvoyés dans leur pays.","1"
"Le marché immobilier ne doit pas être un jeu spéculatif.","0"
"La libéralisation des marchés financiers conduit à un environnement d'affaires plus compétitif.","1"
"On ne peut pas ignorer les problèmes d'accès aux soins.","2"
"Une nouvelle réglementation vise à réduire l'utilisation de produits chimiques nocifs sur les fermes.","0"
"La diminution du rôle des syndicats est nécessaire pour éviter les blocages économiques.","1"
"Nous attendons du gouvernement qu'il s'engage sur un calendrier précis pour la réduction du parc nucléaire.","2"
"La liberté d'entreprendre est une valeur fondamentale.","1"
"Les températures ont atteint 25 degrés aujourd'hui.","0"
"Il faut mettre en place une retraite par capitalisation pour garantir l'avenir des retraités.","1"
"On ne doit pas laisser les inégalités se creuser.","2"
"L'intervention de l'État dans l'économie nuit à la compétitivité des entreprises.","1"
"Un bateau a été aperçu naviguant proche de la côte.","0"
"La statistique montre une augmentation des naissances pour la première fois en dix ans.","0"
"La politique sociale doit s'adapter aux nouveaux enjeux de pauvreté urbaine.","2"
"Imposer des quotas stricts pour l'immigration permet de mieux contrôler la sécurité.","1"
"J'ai vécu des moments privilégiés.","0"
"Les étudiants demandent une revalorisation des bourses universitaires.","2"
"Le parc a récemment ouvert un nouveau chemin de randonnée.","0"
"La fiscalité des entreprises devrait être allégée pour favoriser l'embauche.","1"
"Nous devons encourager le mérite plutôt que l'assistanat.","1"
"La baisse des impôts favorise l'investissement et stimule l'économie.","1"
"Le projet de rénovation du quartier ancien a reçu un accueil positif.","0"
"Revaloriser nos infrastructures nucléaires est un impératif pour notre sécurité écologique.","1"
"Chaque travailleur devrait avoir le droit de ne pas adhérer à un syndicat.","1"
"J'ai passé un bon moment.","0"
"Les mots teintés de haine n'ont pas leur place dans notre discours politique.","0"
"La culture doit être protégée comme un bien commun.","2"
"L'État de bien-être crée une dépendance malsaine envers le gouvernement.","1"
"Les dépenses publiques doivent être réduites pour éviter le déficit budgétaire.","1"
"La réductions de taxes amène à davantage de pratiques commerciales justes.","1"
"La houle a fait plusieurs dégâts sur la côte hier.","0"
"On ne doit pas abandonner les agriculteurs.","2"
"La gentrification ne stimule pas de façon équitable le développement urbain.","2"
"L'augmentation des carburants fossiles a eu un impact négatif sur l'environnement.","0"
"L'intégration réussie exige que les immigrants embrassent pleinement notre culture et nos valeurs.","1"
"Il est primordial de soutenir les entrepreneurs locaux.","1"
"On ne peut pas accepter le recul des droits sociaux.","2"
"La fraude en ligne a augmenté, la police recommande la vigilance.","0"
"Les écoles devraient se concentrer sur les résultats académiques plutôt que sur l'idéologie.","1"
"La progressivité de l'impôt est essentielle pour une répartition équitable des richesses.","2"
"Les résultats de l'enquête de satisfaction sont publiés.","0"
"Pour une politique de logement plus juste et solidaire.","2"
"Les nouvelles normes de construction visent à améliorer l'efficacité énergétique des bâtiments.","0"
"Le nucléaire étant une industrie de haute technologique, il est improbable de se passer de l'expertise de milliers d'ingénieurs.","1"
"On ne peut pas accepter l'impunité des puissants.","2"
"L'intervention de l'État dans l'économie doit être limitée.","1"
"Les centrales nucléaires ne sont plus une option pour s'approvisionner en électricité verte et renouvelable.","2"
"La préparation de la manifestation est en cours.","0"
"Déléguer responsabilités aux acteurs privés dynamise le secteur nucléaire.","1"
"La priorité du gouvernement devrait être la lutte contre le terrorisme.","1"
"Le carnaval annuel a attiré des touristes de toute la région.","0"
"Nous devons nous battre pour un meilleur accès à la santé pour tous.","2"
"Un gouvernement fort doit maintenir un budget équilibré.","1"
"On ne peut pas accepter la destruction de la planète.","2"
"Il est nécessaire de réformer le système fiscal pour plus d'équité sociale.","2"
"C'est la responsabilité de l'Etat de veiller à la protection sociale de tous ses citoyens.","2"
"Plus de liberté pour les entreprises peut conduire à plus de prospérité pour tous.","1"
"Le système de santé devrait être plus compétitif.","1"
"Le gouvernement doit travailler pour nous, et non l'inverse.","1"
"Les syndicats ont trop de pouvoir et paralysent notre économie.","1"
"Le sommet du G7 regroupe les dirigeants des sept économies les plus industrialisées du monde.","0"
"Privilegier une immigration contrôlée est indissociable de la logique de Cybersecurité nationale.","1"
"La baisse des impôts est une priorité pour stimuler l'investissement.","1"
"La diversité culturelle est une richesse qui doit être valorisée.","2"
"Il n'est pas envisageable de supprimer l'impôt sur la fortune.","2"
"La dérégulation du secteur de l'énergie conduira à plus de concurrence et de choix pour les consommateurs.","1"
"La libéralisation des marchés financiers encourage la concurrence et l'innovation.","1"
"Les emplois créés par les centrales nucléaires bénéficient souvent aux régions en déclin.","1"
"Les entreprises privées sont essentielles pour relancer notre économie.","1"
"La simplification administrative libère la capacité discernante économique.","1"
"Le groupe de travail sur l'énergie renouvelable prévoit de se réunir le mois prochain.","0"
"Il n'est pas souhaitable d'affaiblir les institutions européennes.","2"
"Dans la conférence de presse d'hier, le cycliste a parlé de ses préparatifs pour le tour à venir.","0"
"Nous ne devons pas fermer les théâtres publics.","2"
"Le nombre de voitures électriques sur la route a doublé ces deux dernières années.","0"
"J'ai apprécié l'ambiance de la ville.","0"
"Nous ne devons pas négliger l'éducation nationale.","2"
"La France doit conserver son modèle énergétique basé sur le nucléaire afin de garantir son indépendance énergétique.","1"
"Les restrictions à l'immigration luttent contre l'immigration illégale.","1"
"Il faut limiter l'immigration pour défendre nos valeurs nationales.","1"
"Bach est connu pour sa musique baroque complexe.","0"
"L'inégalité de distribution des richesses est l'une des plus grandes problèmes de notre époque.","2"
"Il est nécessaire de soutenir les travailleurs en augmentant le salaire minimum.","2"
"Encourager des partenariats public-privé renforcerait notre parc nucléaire.","1"
"Une économie soumise à trop de réglementations est destinée à échouer.","1"
"L'allègement fiscal favorisera l'investissement et la croissance économique.","1"
"Il n'est pas judicieux de réduire les dépenses publiques.","2"
"Toutes les politiques devraient prendre en compte l'égalité des genres.","2"
"La criminalisation de la pauvreté est un problème grave dans notre société.","2"
"Les établissements bancaires ne devraient pas exploiter les plus vulnérables.","2"
"Le théâtre est une forme d'art qui existe depuis l'Antiquité.","0"
"J'ai écrit un poème.","0"
"L'éducation est la clé pour lutter contre la pauvreté et la discrimination.","2"
"L'inflation actuelle est préoccupante pour l'économie générale.","0"
"La souveraineté alimentaire passe par une agriculture respectueuse de l'environnement.","2"
"Le secteur tech attire de plus en plus d'investissement étranger.","0"
"La protection des industries nationales face à la concurrence étrangère est essentielle.","1"
"Des kitesurfers ont profité du vent fort sur la plage.","0"
"La police recommande de garder les maisons bien éclairées pour dissuader les cambrioleurs.","0"
"J'ai vu un écureuil dans le parc.","0"
"Le refus de capituler devant les normes internationales protège notre identité nationale.","1"
"L'égalité des chances est la clé d'une société juste.","2"
"La concurrence doit être favorisée pour l'innovation des entreprises.","1"
"Le régime fiscal doit être plus favorables aux entreprises pour stimuler l'économie.","1"
"Ignorer les risques sécuritaires associés à l'immigration est complètement irresponsable.","1"
"Le musée local expose une collection impressionnante de peintures modernes.","0"
"L'augmentation de l'utilisation de pesticides menace la biodiversité dans les zones agricoles.","0"
"Les vieux problèmes ne requièrent pas nécessairement de vieilles solutions.","0"
"Les incendies de forêt ont augmenté cette année en raison de la sécheresse.","0"
"La biodiversité doit être protégée pour le bien de notre planète.","2"
"La nécessité d'une éducation universelle et gratuite est incontestable.","2"
"Il faut relancer l'économie par des baisses d'impôts.","1"
"Le syndrome de burn-out est devenu de plus en plus répandu dans le monde du travail moderne.","0"
"L'État ne devrait pas être hostile au financement de la recherche scientifique fondamentale.","2"
"La libéralisation du commerce international est bénéfique pour l'économie.","1"
"Un feu d'artifice clôturera la soirée de festivités.","0"
"Pourquoi les criminels sont-ils autorisés à venir dans notre pays?","1"
"La sécurité nationale doit être renforcée face aux nouvelles menaces.","1"
"Nous ne devons pas fermer les services publics de proximité.","2"
"La privatisation des services publics est une menace pour la démocratie.","2"
"Une nouvelle initiative vise à sensibiliser au gaspillage alimentaire.","0"
"Le chapeau traditionnel mexicain est appelé sombrero.","0"
"On ne doit pas tolérer les discriminations liées à l'orientation sexuelle.","2"
"La famille doit être au cœur de la politique sociale.","1"
"L'égalité de genre doit être promue à tous les niveaux de notre société.","2"
"Il est nécessaire de mettre fin à l'ascenseur social inversé.","1"
"Des régulations plus souples favoriseront l'économie de marché.","1"
"Il est important de maintenir une politique fiscale attractive.","1"
"Un nouveau centre commercial a été inauguré ce matin.","0"
"Pour entretenir notre rang de grande puissance, il est absurde de négliger le nucléaire qui est une de nos grandes industries.","1"
"Réduire la paperasserie pour encourager les transactions commerciales.","1"
"L'identité nationale est essentielle et non négociable.","1"
"L'agriculture biologique doit être soutenue pour protéger notre santé et notre planète.","2"
"Un nouveau restaurant a ouvert ses portes dans le centre-ville.","0"
"La transition énergétique nécessite des investissements publics considérables.","2"
"Le musée a inauguré sa nouvelle exposition hier.","0"
"Chaque jour, environ 2,5 quintillons d'octets de données sont créés dans le monde.","0"
"Les restrictions à l'immigration protègent les emplois locaux.","1"
"L'égalité doit être plus que simplement nominale, elle doit surtout être réelle.","2"
"Le taux de chômage a légèrement diminué au troisième trimestre de cette année.","0"
"Les valeurs familiales doivent constituer le socle des politiques sociales.","1"
"Nous devons investir davantage dans les services publics pour améliorer la qualité de vie pour tous.","2"
"Prenons soin du secteur privé, il nous fournira des emplois.","1"
"L'accueil inconditionnel des migrants permet à des individus dangereux d'entrer sur notre territoire.","1"
"Tous les citoyens devraient avoir un accès équitable aux services de santé.","2"
"Des ressources supplémentaires sont nécessaires pour les services d'éducation spéciaux.","2"
"L'inégalité de genre est un problème majeur dans le monde.","0"
"Il est temps de mettre fin aux paradis fiscaux qui nuisent à la redistribution équitable des richesses.","2"
"Les symboles religieux chrétiens doivent être maintenus dans les espaces publics.","1"
"Les relations commerciales entre le Japon et la Corée du Sud se sont refroidies au cours des derniers mois.","0"
"Il faut déréguler le marché du travail pour stimuler l'emploi.","1"
"Un gouvernement qui grossit est une menace pour la liberté individuelle.","1"
"L'État a la responsabilité de garantir un accès équitable à la santé pour tous.","2"
"La préparation de la manifestation culturelle avance.","0"
"J'ai bronzé au soleil.","0"
"La meilleure aide sociale, c'est le travail.","1"
"Nous ne pouvons pas nous permettre un système de santé universel.","1"
"Il faut réduire le rôle de l'État pour favoriser l'initiative individuelle.","1"
"Un certain nombre de nouvelles espèces ont été découvertes en Amazonie cette année.","0"
"Le gouvernement doit prendre des mesures pour limiter l'évasion fiscale.","2"
"Démonter l'assurance maladie universelle n'est pas une option.","2"
"La qualité de l'air dans les grandes villes reste préoccupante.","0"
"Des mesures sont prises pour stimuler l'économie locale après une période de ralentissement.","0"
"Jules Verne est connu pour ses romans de science-fiction.","0"
"Nous devons protéger notre planète pour les générations futures.","2"
"Les grands groupes ne devraient pas avoir autant de pouvoirs.","2"
"Il est essentiel de protéger nos valeurs traditionnelles.","1"
"Nous devons investir davantage dans les énergies renouvelables.","2"
"L'expansion de l'intelligence artificielle crée de nouvelles opportunités économiques.","0"
"Le marché libre est le moteur de la croissance économique.","1"
"La protection de la biodiversité est essentielle à la survie de la planète.","0"
"L'État devrait interagir le moins possible avec le marché.","1"
"Les entreprises doivent participer davantage aux coûts sociaux.","2"
"Il est difficile de maintenir notre sécurité avec une immigration massive sans contrôle effectif.","1"
"L'égalité des genres est une question de justice sociale.","2"
"Il est nécessaire de réduire les dépenses de l'État pour éviter un endettement excessif.","1"
"Contrôle de l'immigration: nécessaire pour sauvegarder les intérêts nationaux.","1"
"Les marchés de l'emploi doivent être repensés pour mieux inclure les jeunes diplômés.","2"
"Un système économique plus coopératif est essentiel pour une société juste.","2"
"La libéralisation des lois commerciales stimule la croissance.","1"
"La transition vers une économie verte doit être accélérée pour lutter contre le changement climatique.","2"
"La planification environnementale doit intégrer toutes les politiques publiques.","2"
"La diminution des impôts stimulera les investissements.","1"
"Les travaux de rénovation urbaine sont en cours.","0"
"La crise sanitaire a fortement touché le secteur de la restauration.","0"
"Penser que l'État devrait intervenir moins dans l'économie est un point de vue conservateur.","1"
"La baisse des impôts sur les entreprises stimulera l'économie.","1"
