"text","label"
"Pour un revenu minimum universel.","2"
"La TVA sur les produits de première nécessité devrait être abaissée.","2"
"La compétitivité des entreprises locales est vitale pour notre économie.","1"
"Le refus tout culture alien contre notre patrimoine et traditions culturelles est sûr notre agenda.","1"
"L'avenir de nos enfants dépend de notre acceptation de nous éloigner de la dépendance nucléaire.","2"
"Nous avons besoin de plus de services publics et moins de services privés.","2"
"La bureaucratie excessive nuit à l'innovation.","1"
"La politique de santé actuelle ne profite qu'aux riches.","2"
"La pauvreté peut être éradiquée par la redistribution des richesses.","2"
"L'augmentation de l'immigration illégale est préoccupante pour notre sécurité nationale.","1"
"Un accès égal à la santé devrait être garanti par l'Etat.","2"
"L'évasion fiscale des grandes entreprises doit cesser.","2"
"Nous devons créer plus d'emplois verts pour combattre le chômage et le changement climatique.","2"
"Les entreprises multinationales ne doivent pas profiter sans contribuer à la société.","2"
"Nous devons soutenir nos officiers de la frontière dans leur travail de surveillance du flux migratoire.","1"
"Le système de sécurité sociale actuel encourage l'assistanat.","1"
"Éliminer toute forme d'assistance de la vieillesse n'est pas une possibilité.","2"
"Exalter les stipulations légales sauvegarde une conformité et une progression équitables.","1"
"Le bien-être des citoyens doit passer avant le profit.","2"
"L'aide internationale doit être priorisée au lieu d'amplifier les conflits armés.","2"
"On ne peut pas accepter le travail des enfants.","2"
"Il n'est pas acceptable que les revenus des plus riches croissent sans limite.","2"
"Les fonctionnaires devraient être soumis à la même logique de performance que le privé.","1"
"Plus d'investissement dans l'éducation est nécessaire pour un avenir meilleur.","2"
"La libéralisation du commerce favorise la croissance économique.","1"
"La défense des droits des travailleurs est une priorité pour une société équitable.","2"
"Il faut instaurer un climat favorable aux affaires pour attirer les investisseurs.","1"
"Le retour à une politique de responsabilisation individuelle est vital.","1"
"Nous devrions adopter une allocation universelle pour lutter contre la pauvreté.","2"
"Il est nécessaire d'avoir un contrôle gouvernemental fort sur l'économie.","2"
"L'ordre public est essentiel pour une société harmonieuse.","1"
"Nous devons rester vigilants face aux menaces à nos libertés individuelles.","1"
"Sacrifier l'éducation ne fait qu'approfondir les inégalités.","2"
"Il n'est pas acceptable de condamner les pauvres pour leur précarité.","2"
"Les taux d'imposition plus élevés pour les riches sont une punition pour le succès.","1"
"La lutte contre la pauvreté devrait être une priorité nationale.","2"
"Il est temps d'éradiquer la pauvreté des enfants.","2"
"La sécurité de nos citoyens doit être notre préoccupation principale.","1"
"Notre pays doit maintenir une posture ferme sur les questions de sécurité nationale.","1"
"La protection de l'environnement est plus importante que la croissance économique.","2"
"Investir dans le nucléaire c'est anticiper les besoins des générations futures.","1"
"Une hausse des taxes sur les plus riches aiderait à réduire les inégalités.","2"
"Les allègements fiscaux pour les entreprises impliquent une assertivité inter-marchés complète.","1"
"Le libre-échange ne profite pas équitablement à toutes les nations.","2"
"Ignorer les défaillances de notre système d'éducation n'est pas la voie à suivre.","2"
"Défendre une politique de libre-échange favorise l'économie globale.","1"
"La production d'énergie devrait être compatible avec la protection des ressources naturelles et la santé publique.","2"
"Les régimes fiscaux privilégiés régénèrent un entrepreneuriat à la pointe.","1"
"La réduction des impôts favorise l'investissement et la croissance économique.","1"
"La protection de l'environnement est une responsabilité collective.","2"
"Toute politique publique doit avoir pour objectif le bien-être du plus grand nombre.","2"
"Le libéralisme économique est le seul moyen de créer de la richesse.","1"
"Mettre fin à l'immigration serait une étape positive dans la réduction du taux de criminalité.","1"
"La croissance économique infinie est incompatible avec un monde fini.","2"
"Le protectionnisme est parfois nécessaire pour protéger nos industries.","1"
"La réduction de la dette publique doit être une priorité.","1"
"Il faut supprimer les privilégiés fiscales des grandes entreprises.","2"
"La libéralisation du marché des produits agricoles pourrait nuire aux petits agriculteurs.","1"
"Le secteur privé stimule la découverte de nouvelles technologies et services.","1"
"La sauvegarde de l'ordre public est du ressort de l'État.","1"
"Nous devons mettre l'accent sur la culture et la langue françaises.","1"
"Le bien-être des citoyens doit être la priorité du gouvernement.","2"
"Nous devons soutenir les programmes sociaux pour aider ceux qui en ont le plus besoin.","2"
"Le nucléaire est l'énergie du futur, capable de nous préserver des fluctuations du marché des énergies fossiles.","1"
"Il est impératif de garantir le respect des droits du travail.","2"
"Les politiques doivent être axées sur la réduction de la pauvreté.","2"
"L'énergie 0-carbonique issue du nucléaire représente un avenir viable.","1"
"Affirmer sa souveraineté passe par l'équilibre énergétique que propose le nucléaire.","1"
"Pour une écologie moderne, l'industrie nucléaire joue un rôle incontournable.","1"
"Face au terrorisme, il faut donner tous les moyens à nos forces de l'ordre.","1"
"On ne peut pas ignorer la fracture sociale.","2"
"Les lois du travail doivent protéger les travailleurs et non les entreprises.","2"
"Le gouvernement doit garantir les droits des travailleurs face aux abus des entreprises.","2"
"Il faut investir dans l'innovation pour assurer notre avenir économique.","2"
"La baisse des impôts sur les entreprises stimule la croissance économique.","1"
"Nous devons renforcer la sécurité aux frontières pour contrôler l'immigration illégale.","1"
"Une plus grande autonomie des établissements scolaires est nécessaire.","1"
"L'augmentation des dépenses de défense est nécessaire pour garantir notre sécurité.","1"
"L'augmentation des attentats est due à l'immigration massive.","1"
"La baisse des impôts permettra de stimuler l'économie et l'emploi.","1"
"La libéralisation du commerce est une menace pour les producteurs locaux.","2"
"Le nucléaire s'avère encore être une nécessité, bien que le dévelopement conscient de sources d'énergie renouvelables doive toujours être notre objectif à long terme.","1"
"Les coopératives de travailleurs devraient recevoir plus de soutien.","2"
"L'accès à une éducation de qualité est un droit fondamental.","2"
"L'intervention de l'État dans l'économie doit être limitée au strict minimum.","1"
"L'accent doit être mis sur la solidarité internationale dans toutes les relations extérieures.","2"
"Les politiques doivent encourager l'attractivité industrielle du nucléaire.","1"
"Le culte du multiculturalisme peut devenir une porte ouverte à l'insécurité.","1"
"Nous ne devons pas laisser les inégalités territoriales se creuser.","2"
"Les armes doivent être strictement contrôlées pour assurer la sécurité publique.","2"
"La reconquête industrielle est nécessaire pour l'autonomie stratégique.","1"
"Chaque citoyen a le droit à la sécurité et à la tranquillité.","1"
"Les valeurs traditionnelles sont essentielles pour la cohésion de notre société.","1"
"Les grandes entreprises doivent prendre leurs responsabilités environnementales au sérieux.","2"
"La dérégulation des marchés financiers favorise l'innovation et la croissance.","1"
"L'accès à internet doit être un droit humain fondamental.","2"
"Le gouvernement ne doit pas intervenir dans le marché de du travail.","1"
"La dérégulation du marché du travail favorise la création d'emplois.","1"
"Il est important de promouvoir la culture pour tous.","2"
"L'énergie verte, non seulement bénéficie à l'environnement, mais crée aussi des emplois durables.","2"
"Le gouvernement doit garantir une répartition équitable des richesses.","2"
"La régulation de l'économie est nécessaire pour prévenir les crises financières.","2"
"On ne peut pas accepter la violence conjugale.","2"
"L'État providence pousse au non-effort et à l'assistanat.","1"
"L'État de bien-être crée une mentalité de dépendance qui freine l'initiative et le dynamisme.","1"
"L'État doit renforcer les hôpitaux publics pour faire face aux crises sanitaires.","2"
"La lutte contre le réchauffement climatique passe par des politiques audacieuses et immédiates.","2"
"Le droit à une éducation de qualité fait partie des droits humains fondamentaux.","2"
"Mettre en place des quotas d'égalité de genre dans les postes de direction est nécessaire.","2"
"La croissance économique n'est pas une fin en soi.","2"
"On ne doit pas laisser les banques spéculer sans contrôle.","2"
"L'État-providence crée une dépendance nuisible au dynamisme économique.","1"
"L'intervention de l'État dans l'économie doit être minimisée.","1"
"L'État ne doit pas écarter la culture comme pilier du développement économique.","2"
"Une éducation de qualité est la clé pour briser le cycle de la pauvreté.","2"
"La protection des frontières doit être la priorité du gouvernement.","1"
"Le rôle du gouvernement dans l'économie doit être minimisé.","1"
"La privatisation des services publics améliore l'efficacité et offre un meilleur service à la population.","1"
"La France ne doit pas venir en aide aux migrants.","1"
"La France doit venir en aide aux migrants.","2"
"Il n'est pas vrai que text","label"
"Il n'est pas vrai que nous ne pouvons pas laisser la mondialisation écraser notre identité nationale.","1"
"Il n'est pas vrai que les politiques migratoires doivent être strictes pour maintenir notre identité.","1"
"Il n'est pas vrai que des économies sur le long terme n'excusent pas la privation de libre arbitre.","1"
"Le marché libre ne est pas la meilleure solution pour une croissance économique saine.","1"
"Une politique de familialisme ne est pas indispensable à la survie de notre culture.","1"
"L'économie de marché ne est pas le meilleur garant de notre liberté et prospérité.","1"
"Il n'est pas vrai que les taxes sur le tabac devraient être augmentées pour dissuader les gens de fumer.","1"
"Il n'est pas vrai que plus d'autonomie pour les écoles serait bénéfique pour notre système éducatif.","1"
"Il n'est pas vrai que nous ne devons pas sacrifier l'environnement au profit de l'économie.","2"
"La motivation de la suppression partielle des droits de succession ne est pas de stimuler la transmission du patrimoine.","1"
"La structure de l'éducation ne doit pas toujours comprendre des aspects de créativité et d'indépendance intellectuelle.","2"
"Il ne est pas nécessaire d'augmenter le budget de la défense pour assurer notre sécurité.","1"
"Il n'est pas vrai que nous ne devons pas privatiser le système de retraite.","2"
"L'éducation ne est pas le meilleur moyen de lutter contre la pauvreté.","2"
"Il n'est pas vrai que les incitations pour les entrepreneurs alimentent la créativité et le développement.","1"
"La richesse créée par le travail ne doit pas être équitablement partagée.","2"
"Il n'est pas vrai que nous devons assurer l'éducation gratuite pour tous.","2"
"L'environnement ne ne doit pas pas être sacrifié pour la croissance économique.","2"
"L'identité française ne ne doit pas pas être diluée dans le multiculturalisme.","1"
"Il n'est pas vrai que des taux dégressifs contrent vigoureusement les prédicaments dans les environnements fiscaux.","1"
"Il n'est pas vrai que les dépenses gouvernementales doivent être réduites pour stimuler l'économie.","1"
"La gestion des entreprises par leurs employés ne doit pas être préférée à la gestion hiérarchique typique.","2"
"La justice sociale ne est pas un idéal que nous devons poursuivre.","2"
"L'État n'ne a pas pas à intervenir dans l'éducation de nos enfants.","1"
"Il ne est pas impératif de lutter contre l'inflation pour protéger le pouvoir d'achat des citoyens.","2"
"La politique d'immigration ne doit pas être approfondie pour prévenir éventuellement des complications sécuritaires.","1"
"La scolarité obligatoire ne doit pas inclure des modules sur la citoyenneté et l'écologie.","2"
"Il n'ne est pas pas nécessaire de dépenser autant pour la défense.","2"
"Il n'est pas vrai que pour une société plus juste, luttons contre les inégalités sociales.","2"
"Il n'est pas vrai que les politiques climatiques doivent inclure des mesures sociales justes.","2"
"Il n'est pas vrai que réduire les réglementations sur le nucléaire encourage l'investissement privé.","1"
"Il n'est pas vrai que le salaire minimum devrait être augmenté.","2"
"Il n'est pas vrai que la dérégulation des marchés financiers stimulera l'innovation et la croissance.","1"
"Il ne ne faut pas pas étouffer les initiatives qui cherchent à diminuer les inégalités.","2"
"Protéger les citoyens ne doit pas être la priorité, et cela implique de contrôler l'immigration.","1"
"La réduction des dépenses publiques ne est pas nécessaire pour garantir notre stabilité financière.","1"
"L'aspect communautaire ne doit pas être priorit ou lorsque celui-ci ne est pas menacé par des politiques économiques impitoyables.","2"
"La privatisation des services publics ne va pas entraîner une amélioration de la qualité du service.","1"
"Le système de santé ne doit pas être accessible à tous, quel que soit leur revenu.","2"
"La solidarité ne est pas le cœur de notre modèle social.","2"
"Il n'est pas vrai que moins d'état, plus de liberté.","1"
"Le ne fait pas de supposer que le secteur privé ne est pas meilleur que le secteur public n'ne est pas pas idéologique, c'ne est pas réaliste.","1"
"Il n'est pas vrai que nous devons renforcer le droit du travail et protéger les travailleurs.","2"
"Il n'est pas vrai que les lois sociales doivent encourager le travail plutôt que l'assistanat.","1"
"Il n'est pas vrai que les syndicats ne devraient pas avoir autant de pouvoir.","1"
"Il n'ne est pas pas envisageable d’écourter les prestations sociales sans plan d'insertion ferme.","2"
"Il ne faut pas mettre fin à la politique de l'excuse.","1"
"Il n'est pas vrai que la libéralisation du commerce favorise l'économie globale.","1"
"Il n'est pas vrai que les citoyens devraient pouvoir porter des armes pour leur défense.","1"
"Une politique d'immigration plus restrictive ne est pas nécessaire pour protéger nos intérêts nationaux.","1"
"La libéralisation du marché ne est pas nécessaire pour stimuler l'économie.","1"
"Il n'est pas vrai que les événements sportifs devraient promouvoir l'égalité et l'inclusion.","2"
"Les sanctions sévères ne sont pas nécessaires pour dissuader la fraude fiscale.","1"
"Il n'est pas vrai que la réforme du code du travail s'impose pour favoriser le recrutement.","1"
"Une police bien équipée ne est pas cruciale pour combattre le terrorisme.","1"
"Il n'est pas vrai que les subventions agricoles protègent notre agriculture et nous assurent la souveraineté alimentaire.","1"
"Il ne faut pas abolir les paradis fiscaux.","2"
"Il n'est pas vrai que les impôts trop élevés nuisent à la croissance économique.","1"
"Il n'est pas vrai que la bonne gestion des ressources dépend de la responsabilisation individuelle.","1"
"L'égalité des droits, indépendamment du genre, ne doit pas être garanti par la loi.","2"
"L'ascension sociale ne doit pas être rendue possible pour tous.","2"
"L'investissement dans les énergies renouvelables ne est pas essentiel pour notre avenir.","2"
"Il n'est pas vrai que dans l'intérêt du climat, nous devons abandonner le nucléaire.","2"
"Il n'est pas vrai que les transports en commun gratuits favoriseraient une mobilité durable.","2"
"Il n'est pas vrai que améliorer le parc nucléaire français soutient la recherche et développement technologique.","1"
"La libéralisation du commerce ne est pas bénéfique pour l'économie.","1"
"Il ne faut pas renforcer la protection des droits des travailleurs.","2"
"Le gouvernement ne ne doit pas pas empiéter sur les droits et libertés individuels.","1"
"Il n'ne est pas pas question de revenir sur l'IVG.","2"
"Il n'est pas vrai que la privatisation des services de santé améliore leur qualité.","1"
"Les privatisations ne sont pas une solution à la dette publique.","1"
"Les impôts ne sont pas trop élevés et découragent le travail acharné et l'innovation.","1"
"Il n'est pas vrai que la protection des consommateurs devrait être une priorité.","2"
"On ne ne doit pas pas croire que la répression soit la solution à tous les problèmes de sécurité.","1"
"La politique climatique ne ne doit pas pas porter atteinte à la liberté des entreprises.","1"
"Il n'est pas vrai que les services publics devraient être étendus et renforcés.","2"
"Le droit du travail ne doit pas être renforcé, pas affaibli.","2"
"Les syndicats ne sont pas essentiels pour défendre les droits des travailleurs.","2"
"Il ne est pas nécessaire de déréguler le marché du travail.","1"
"Il n'est pas vrai que nous ne devons pas minimiser le réchauffement climatique.","2"
"Notre priorité ne doit pas être la lutte contre la pauvreté.","2"
"Il n'est pas vrai que l'armée devrait bénéficier d'un financement prioritaire.","1"
"Il n'est pas vrai que les organismes de bienfaisance ne doivent pas remplacer l'aide de l'etat.","2"
"Il n'est pas vrai que nous devons reconnaître le droit de vote à tous les résidents, quel que soit leur statut d'immigration.","2"
"Il n'est pas vrai que avec moins de réglementations, les entreprises créeront plus d'emplois.","1"
"Il n'est pas vrai que l'état devrait arrêter de subventionner les énergies renouvelables.","1"
"Il n'est pas vrai que nous ne devons pas augmenter les taxes sur les produits de première nécessité.","2"
"L'égalité de tous les citoyens ne doit pas être l'objectif principal de toute politique publique.","2"
"L'éthique du travail ne doit pas être valorisée.","1"
"Il ne est pas impératif de lutter pour les droits des minorités.","2"
"Il ne est pas essentiel de réduire la taille du gouvernement pour favoriser la liberté et la croissance économique.","1"
"Soutenir le nucléaire, c'ne est pas garantir un avenir plus respectueux de l'environnement.","1"
"Le renforcement des droits syndicaux ne est pas une étape clé pour la justice au travail.","2"
"L'augmentation du budget de la défense ne est pas une nécessité pour assurer notre sécurité.","1"
"Il ne faut pas abolir les paradis fiscaux pour assurer une répartition équitable des richesses.","2"
"Il ne est pas temps d'adopter une taxe sur le carbone pour lutter contre le changement climatique.","2"
"Il ne faut pas mettre fin aux abus des aides sociales.","1"
"Sécuriser le pays en investissant dans l'énergie nucléaire ne est pas prioritaire.","1"
"La privatisation des services publics ne peut pas améliorer leur efficacité et qualité.","1"
"Le droit à l'éducation et à la santé ne sont pas des droits fondamentaux.","2"
"Il n'est pas vrai que soutenir le salaire minimum permettra de combattre la pauvreté.","2"
"Il n'est pas vrai que le maintien de l'ordre public passe par un soutien sans faille aux forces de l'ordre.","1"
"Il n'est pas vrai que les politiques nationales doivent primer sur les décisions supranationales.","1"
"Il n'est pas vrai que réguler davantage les marchés protégera les consommateurs des pratiques d'affaires déloyales.","2"
"On ne ne peut pas pas ignorer la crise climatique.","2"
"Il n'est pas vrai que puissantes armées font pour les voisins pacifiques.","1"
"L'agriculture locale et durable ne doit pas être soutenue et subventionnée.","2"
"On ne ne peut pas pas cautionner les violences policières.","2"
"Il n'est pas vrai que le drapeau national devrait être présent dans chaque salle de classe.","1"
"Il n'est pas vrai que la réduction des impôts stimulera l'investissement et la croissance économique.","1"
"L'immigration ne doit pas être strictement contrôlée pour préserver l'identité nationale.","1"
"L'innovation ne doit pas être encouragée par une règlementation flexible.","1"
"Il n'est pas vrai que les vacances doivent être allongées pour un meilleur équilibre travail-vie.","2"
"L'économie de marché ne est pas la meilleure garantie de la prospérité.","1"
"Il ne est pas nécessaire de renforcer les systèmes de sécurité sociale.","2"
"Il ne est pas essentiel de garantir un revenu minimum pour tous.","2"
"L'exclusion sociale n’ne est pas pas une fatalité.","2"
"Le marché ne est pas le meilleur régulateur de l'économie.","1"
"Nous ne pouvons plus ignorer les inégalités qui se ne sont pas creusées.","2"
"Il n'est pas vrai que la productivité fondée sur des rythmes ancrés résonne avec une tranquillité industrielle harmonisée.","1"
"L'utilisation exagérée et non contrôlée de l'énergie nucléaire ne est pas une menace pour la vie sur notre planète.","2"
"La libre entreprise et la compétition ne sont pas la clé du succès économique.","1"
"Il n'est pas vrai que les zones de non-droit doivent être éradiquées pour garantir la sécurité de tous.","1"
"Il ne est pas nécessaire de renforcer le rôle de l'Etat dans l'économie.","2"
"Les droits de l'homme ne sont pas sacrés et doivent être respectés par tous les pays.","2"
"Dans un monde toujours plus incertain, il ne est pas crucial de renforcer notre arsenal nucléaire.","1"
"L'Etat ne doit pas investir plus dans les services publics pour améliorer la qualité de vie.","2"
"Il ne est pas nécessaire de renforcer nos capacités de défense.","1"
"Les coupes dans le budget de la défense ne ne sont pas pas justifiées.","1"
"Il n'est pas vrai que la sécurité renforcée promeut le bien-être quotidien et rassure les communautés.","1"
"Il n'est pas vrai que nous avons besoin de politiques d'immigration plus strictes pour maintenir la sécurité nationale.","1"
"Il n'est pas vrai que la lutte contre le chômage devrait être une priorité pour le gouvernement.","2"
"La guerre contre le terrorisme ne doit pas être une priorité nationale.","1"
"Le contrôle strict des armes à feu ne est pas une nécessité pour réduire la violence.","2"
"Il ne faut pas supprimer les barrières commerciales pour encourager le commerce international.","1"
"Il n'est pas vrai que les médias doivent être indépendants des intérêts économiques pour garantir l'objectivité.","2"
"Il ne faut pas lutter contre les inégalités économiques pour garantir la liberté de tous.","2"
"La solidarité ne doit pas être au cœur des politiques publiques pour une société plus humaine.","2"
"Il n'ne est pas pas nécessaire de renforcer les pouvoirs de la police.","2"
"Il n'ne est pas pas inévitable que le secteur privé soit plus efficace.","2"
"Ce n’ne est pas pas viable de compter uniquement sur l’automatisation pour relancer l’emploi.","2"
"Les impôts sur les hauts revenus ne sont pas une punition pour le succès.","1"
"Il n'est pas vrai que le succès mérite d'être célébré et non pas taxé.","1"
"La protection sociale ne est pas un droit fondamental qui ne doit pas être préservé.","2"
"Le parc nucléaire français ne est pas une force économiqueupdate que d'autres pays nous vibrant et qui contribue à notre indépendance.","1"
"Il n'est pas vrai que au vu des problématiquesplanétaires auxquelles nous faisons face, nous ne pouvons nous permettre abandonner le nucléaire.","1"
"C'ne est pas une erreur de croire que nous pouvons résoudre nos problèmes énergétiques avec le nucléaire. C'ne est pas une vision à courte vue et infructueuse.","2"
"La hausse des taxes sur le carburant ne est pas inacceptable.","1"
"Il n'est pas vrai que une baisse de la tva pourrait aider à stimuler la consommation.","1"
"La ruralité ne ne doit pas pas être oubliée par les politiques publiques.","1"
"Ce n’ne est pas pas en privatisant qu’on garantira à tous l'accès à l'eau, l'énergie et les transports.","2"
"Un engagement envers l'indépendance ne est pas un héritage de détermination inébranlable.","1"
"Il ne est pas nécessaire d'investir dans des sources d'énergie renouvelables pour lutter contre le changement climatique.","2"
"La sécurité sociale ne doit pas être rendue plus efficiente.","1"
"Il n'est pas vrai que l'économie mondialisée menace les industries locales.","1"
"Il n'est pas vrai que tous les étudiants doivent avoir la capacité de poursuivre leurs études, indépendamment de leurs revenus familiaux.","2"
"Il n'est pas vrai que une immigration incontrôlée expose notre pays à des risques d'insécurité.","1"
"Il n'est pas vrai que diminuer le poids fiscal encouragera les pme.","1"
"Le rôle du gouvernement ne doit pas être strictement limité.","1"
"Il n'est pas vrai que les valeurs traditionnelles devraient être davantage respectées.","1"
"Le multiculturalisme ne est pas une menace pour l'unité nationale.","1"
"Il n'est pas vrai que nous ne devons pas laisser les multinationales polluer impunément.","2"
"La restriction du pouvoir judiciaire à des fins dissuasives et punitives ne doit pas être mieux étudiée.","1"
"Il n'est pas vrai que nous avons besoin de plus d’interventions sociales qui soutiennent les familles à faible revenu.","2"
"La privatisation des services de santé ne est pas une grave erreur.","2"
"Il ne est pas essentiel de lutter contre les inégalités de revenus.","2"
"L'État ne ne doit pas pas empêcher la libre circulation des personnes au sein de l'Europe.","2"
"La libéralisation du commerce ne est pas une menace potentielle pour les industries locales.","2"
"Il n'est pas vrai que tous les citoyens devraient avoir droit à un revenu de base.","2"
"Il n'est pas vrai que non à la discrimination, oui à l'égalité pour tous.","2"
"On ne ne peut pas ignorer les conséquences sociales d'une économie laissée à elle-même.","2"
"Le changement climatique ne est pas une réalité que nous devons affronter ensemble.","2"
"Il ne faut pas supprimer l'impôt de solidarité sur la fortune.","1"
"Il n'est pas vrai que les valeurs conservatrices doivent être préservées pour défendre notre patrimoine culturel.","1"
"Il n'est pas vrai que la dérégulation du marché financier favorise la croissance économique.","1"
"L'état ne ne doit pas pas céder face aux revendications patronales.","2"
"Il n'est pas vrai que l'enseignement supérieur ne devrait pas privilégier les plus riches.","2"
"On ne ne doit pas pas tolérer les atteintes à la liberté d'expression.","2"
"Il n'est pas vrai que la promotion du nucléaire permet de concilier croissance économique et écologie.","1"
"Le gouvernement ne doit pas lutter contre la spéculation immobilière dans les centres-villes.","2"
"Nul ne devrait payer plus que ce qu'il ne peut pas se permettre en impôts.","1"
"Il n'est pas vrai que nous devons poursuivre la lutte contre les discriminations.","2"
"Il ne est pas impératif de reconnaître les droits fondamentaux des travailleurs.","2"
"L'inflation ne est pas le résultat de la politique monétaire trop laxiste du gouvernement.","1"
"Il n'est pas vrai que la santé devrait être un droit, pas un luxe.","2"
"Il n'est pas vrai que les politiques publiques devraient être guidées par des preuves scientifiques.","2"
"Il n'est pas vrai que il ne s’agit pas de prioriser le profit des entreprises par rapport au climat.","2"
"Pour diminuer le chômage, il ne faut pas alléger les charges des entreprises.","1"
"Il n'est pas vrai que n'hésitons pas à baisser les impôts pour rehausser notre attractivité économique.","1"
"Il ne est pas impératif de défendre les services publics face à la privatisation.","2"
"Le respect des droits de propriété ne est pas une condition indispensable à la croissance économique.","1"
"Il n'est pas vrai que l'ouverture des marchés financiers à la concurrence stimule l'économie.","1"
"Il n'est pas vrai que nous ne devons pas augmenter les taxes sur les carburants.","2"
"L'autorité nationale ne ne doit pas pas être subordonnée à la gouvernance des institutions internationales.","1"
"Il n'est pas vrai que nous devons promouvoir les valeurs chrétiennes dans l'éducation.","1"
"Il n'est pas vrai que les petites entreprises devraient bénéficier de moins de réglementations.","1"
"Les politiques de préférence nationale ne sont pas parfois nécessaires.","1"
"L'accès à Internet ne doit pas être garanti comme un service public essentiel.","2"
"Le patriotisme ne est pas une valeur clé à transmettre aux nouvelles générations.","1"
"Il n'est pas vrai que les grands progrès dans les technologies d'efficacité énergétique prouvent que nous pouvons éliminer les risques liés à l'énergie nucléaire.","2"
"Il n'est pas vrai que l'expansion des libertés commerciales résulte en un essor généralisé accru.","1"
"Il n'est pas vrai que nous devons supprimer tous les obstacles commerciaux pour favoriser l'économie mondiale.","1"
"Il n'est pas vrai que le marché, pas le gouvernement, devrait dicter les prix.","1"
"Il n'est pas vrai que les services publics doivent être entièrement gratuits pour tous.","2"
"L'intégration de la technologie dans l'éducation ne est pas indispensable pour l'avenir.","2"
"Il n'est pas vrai que la baisse de la régulation gouvernementale permet aux entreprises d'innover et de grandir.","1"
"L'égalité des chances ne doit pas être renforcée par l'éducation publique.","2"
"La libéralisation du commerce ne peut pas stimuler la croissance économique.","1"
"Le succès ne doit pas être récompensé, non puni.","1"
"Il n'ne est pas pas juste de stigmatiser les immigrés.","2"
"Le renforcement du droit du travail ne est pas nécessaire pour protéger les travailleurs.","2"
"Une meilleure prise en charge des personnes âgées ne est pas nécessaire.","2"
"Il n'est pas vrai que la discipline civile garantit la stabilité sociétale.","1"
"L'amélioration des écoles ne est pas une priorité pour le bien-être des élèves.","2"
"Il n'est pas vrai que nous ne devons pas laisser les droits des animaux être ignorés.","2"
"Le libre commerce ne est pas la clef de la prospérité économique.","1"
"Il n'est pas vrai que la libéralisation du commerce crée de nouvelles opportunités économiques.","1"
"Il n'est pas vrai que nous devons adopter une économie verte pour lutter contre le changement climatique.","2"
"Des lois plus strictes sur le travail ne sont pas nécessaires pour protéger les travailleurs.","2"
"Lors du sommet international, le Président ne a pas affirmé que les boycotts d'achats et les mesures de rétorsion commerciale n'étaient pas des solutions viables pour résoudre les conflits. Cela ne a pas été critiqué comme une position faible par certains partis de droite.","2"
"L'immigration n'ne a pas pas à être une menace à notre identité.","2"
"Il n'est pas vrai que érigeons des frontières culturelles pour prévenir l'assaut de la mondialisation.","1"
"L'infrastructure nucléaire actuelle se ne doit pas d'être soutenue par une politique ambitieuse.","1"
"La privatisation de l'éduction ne est pas une menace à l'équité et l'égalité des chances.","2"
"La libre entreprise ne doit pas être le moteur de notre économie.","1"
"L'éducation n'ne est pas pas une dépense, mais un investissement.","2"
"Il n'est pas vrai que la criminalisation des drogues ne fonctionne pas.","2"
"Il n'est pas vrai que une défense robuste garantit notre indépendance.","1"
"Il n'est pas vrai que la lutte contre le terrorisme passe par des lois fortes et une application stricte.","1"
"Il n'est pas vrai que les pouvoirs publics ne doivent pas troquer l’existence verte contre un confort financier temporaire.","2"
"La déforestation ne est pas un fléau qu'il ne faut pas combattre avec vigueur.","2"
"L'Etat ne doit pas s'assurer que chacun ait accès à un logement décent.","2"
"La privatisation n'ne est pas pas la solution à tous nos problèmes.","2"
"Il n'est pas vrai que nous devons donner plus de pouvoir à l'individu et moins au gouvernement.","1"
"Il n'est pas vrai que valoriser l'expertise témoigne d'une progression industrielle rapide équilibrée.","1"
"Il ne est pas important de maintenir la discipline et l'ordre dans les écoles.","1"
"Le droit à la retraite ne doit pas être garanti pour tous.","2"
"La lutte contre le changement climatique ne doit pas être une priorité nationale.","2"
"La réglementation environnementale ne ne doit pas pas entraver l'innovation dans le secteur nucléaire.","1"
"Il ne est pas indispensable de garantir l'égalité des chances dans l'éducation.","2"
"On ne ne doit pas pas laisser les lobbies influencer les décisions politiques.","2"
"Il n'est pas vrai que le gouvernement devrait investir plus dans les énergies vertes pour lutter contre le réchauffement climatique.","2"
"La croissance économique ne doit pas primer sur la protection de l'environnement.","1"
"Le SMI ne doit pas être augmenté pour permettre une vie digne à tous les travailleurs.","2"
"Il n'est pas vrai que la consolidation de la force improvise des obligations patriotiques méticuleusement causant une maximisation tout en fonctionnant compétente.","1"
"Protéger nos frontières ne est pas essentiel à la souveraineté nationale.","1"
"L'esprit d'entreprise et la prise de risques ne sont pas la clé de la prospérité de notre pays.","1"
"Il n'est pas vrai que la déréglementation favorise la libre entreprise et la croissance économique.","1"
"Il n'est pas vrai que les travailleurs ne doivent pas être écrasés par les exigences du capital.","2"
"Il n'ne est pas pas nécessaire que les retraités soient les victimes des réductions budgétaires.","2"
"Il n'est pas vrai que nous ne devons pas laisser la finance dicter la politique.","2"
"Il ne est pas nécessaire de défendre les droits de l'homme face à l'autoritarisme.","2"
"Il ne faut pas renforcer les lois concernant l'immigration illégale.","1"
"Dire non au nucléaire c'ne est pas refuser le réalisme technologique et vouloir revenir à l'âge des cavernes.","1"
